X,Y,FID,id,modified,language,rights,rightsHolder,bibliographicCitation,institutionCode,collectionCode,basisOfRecord,catalogNumber,occurrenceRemarks,individualID,individualCount,sex,occurrenceStatus,eventDate,year,waterBody,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,footprintWKT,georeferenceRemarks,scientificNameID,scientificName,kingdom,phylum,class,order_,family,genus,subgenus,specificEpithet,infraspecificEpithet,scientificNameAuthorship
-19573640.02,-5445716.976,345,817,11/02/2014 11:00,en,Creative Commons Attribution 3.0 New Zealand Licence,NIWA,Carcharodon carcharias (Shark 78468 - 31),NIWA,MBIS White shark tagging,Occurrence,Shark 78468 - 31,Mature male 400 cm (TL),Shark 78468,1,male,present,,2008,Pacific Ocean,-43.8724,-175.833,WGS84,10000,POINT (-175.833 -43.8724),Daily positions were estimated from ambient light data stored on WC PAT4 and Mk10 tags using WC-GPE: Global Position Estimator Program Suite software,urn:lsid:marinespecies.org:taxname:105838,Carcharodon carcharias,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,,carcharias,,"(Linnaeus, 1758)"
16912881.56,-2503795,346,617,11/02/2014 11:00,en,Creative Commons Attribution 3.0 New Zealand Licence,NIWA,Carcharodon carcharias (Shark 64036 - 105),NIWA,MBIS White shark tagging,Occurrence,Shark 64036 - 105,Immature female 440 cm (TL),Shark 64036,1,female,present,,2007,Pacific Ocean,-21.9356,151.931,WGS84,10000,POINT (151.931 -21.9356),Daily positions were estimated from ambient light data stored on WC PAT4 and Mk10 tags using WC-GPE: Global Position Estimator Program Suite software,urn:lsid:marinespecies.org:taxname:105838,Carcharodon carcharias,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,,carcharias,,"(Linnaeus, 1758)"
16895960.99,-2505367.17,347,618,11/02/2014 11:00,en,Creative Commons Attribution 3.0 New Zealand Licence,NIWA,Carcharodon carcharias (Shark 64036 - 106),NIWA,MBIS White shark tagging,Occurrence,Shark 64036 - 106,Immature female 440 cm (TL),Shark 64036,1,female,present,,2007,Pacific Ocean,-21.9487,151.779,WGS84,10000,POINT (151.779 -21.9487),Daily positions were estimated from ambient light data stored on WC PAT4 and Mk10 tags using WC-GPE: Global Position Estimator Program Suite software,urn:lsid:marinespecies.org:taxname:105838,Carcharodon carcharias,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,,carcharias,,"(Linnaeus, 1758)"
-19585217.25,-5446797.984,348,818,11/02/2014 11:00,en,Creative Commons Attribution 3.0 New Zealand Licence,NIWA,Carcharodon carcharias (Shark 78468 - 32),NIWA,MBIS White shark tagging,Occurrence,Shark 78468 - 32,Mature male 400 cm (TL),Shark 78468,1,male,present,,2008,Pacific Ocean,-43.8794,-175.937,WGS84,10000,POINT (-175.937 -43.8794),Daily positions were estimated from ambient light data stored on WC PAT4 and Mk10 tags using WC-GPE: Global Position Estimator Program Suite software,urn:lsid:marinespecies.org:taxname:105838,Carcharodon carcharias,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,,carcharias,,"(Linnaeus, 1758)"
16900302.45,-2449038.88,349,619,11/02/2014 11:00,en,Creative Commons Attribution 3.0 New Zealand Licence,NIWA,Carcharodon carcharias (Shark 64036 - 107),NIWA,MBIS White shark tagging,Occurrence,Shark 64036 - 107,Immature female 440 cm (TL),Shark 64036,1,female,present,,2007,Pacific Ocean,-21.4786,151.818,WGS84,10000,POINT (151.818 -21.4786),Daily positions were estimated from ambient light data stored on WC PAT4 and Mk10 tags using WC-GPE: Global Position Estimator Program Suite software,urn:lsid:marinespecies.org:taxname:105838,Carcharodon carcharias,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,,carcharias,,"(Linnaeus, 1758)"
-19590783.23,-5437829.464,350,819,11/02/2014 11:00,en,Creative Commons Attribution 3.0 New Zealand Licence,NIWA,Carcharodon carcharias (Shark 78468 - 33),NIWA,MBIS White shark tagging,Occurrence,Shark 78468 - 33,Mature male 400 cm (TL),Shark 78468,1,male,present,,2008,Pacific Ocean,-43.8213,-175.987,WGS84,10000,POINT (-175.987 -43.8213),Daily positions were estimated from ambient light data stored on WC PAT4 and Mk10 tags using WC-GPE: Global Position Estimator Program Suite software,urn:lsid:marinespecies.org:taxname:105838,Carcharodon carcharias,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,,carcharias,,"(Linnaeus, 1758)"
-19600134.06,-5435746.807,351,820,11/02/2014 11:00,en,Creative Commons Attribution 3.0 New Zealand Licence,NIWA,Carcharodon carcharias (Shark 78468 - 34),NIWA,MBIS White shark tagging,Occurrence,Shark 78468 - 34,Mature male 400 cm (TL),Shark 78468,1,male,present,,2008,Pacific Ocean,-43.8078,-176.071,WGS84,10000,POINT (-176.071 -43.8078),Daily positions were estimated from ambient light data stored on WC PAT4 and Mk10 tags using WC-GPE: Global Position Estimator Program Suite software,urn:lsid:marinespecies.org:taxname:105838,Carcharodon carcharias,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,,carcharias,,"(Linnaeus, 1758)"
16888836.55,-2415312.656,352,620,11/02/2014 11:00,en,Creative Commons Attribution 3.0 New Zealand Licence,NIWA,Carcharodon carcharias (Shark 64036 - 108),NIWA,MBIS White shark tagging,Occurrence,Shark 64036 - 108,Immature female 440 cm (TL),Shark 64036,1,female,present,,2007,Pacific Ocean,-21.1964,151.715,WGS84,10000,POINT (151.715 -21.1964),Daily positions were estimated from ambient light data stored on WC PAT4 and Mk10 tags using WC-GPE: Global Position Estimator Program Suite software,urn:lsid:marinespecies.org:taxname:105838,Carcharodon carcharias,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,,carcharias,,"(Linnaeus, 1758)"
16862231.19,-2411766.918,353,621,11/02/2014 11:00,en,Creative Commons Attribution 3.0 New Zealand Licence,NIWA,Carcharodon carcharias (Shark 64036 - 109),NIWA,MBIS White shark tagging,Occurrence,Shark 64036 - 109,Immature female 440 cm (TL),Shark 64036,1,female,present,,2007,Pacific Ocean,-21.1667,151.476,WGS84,10000,POINT (151.476 -21.1667),Daily positions were estimated from ambient light data stored on WC PAT4 and Mk10 tags using WC-GPE: Global Position Estimator Program Suite software,urn:lsid:marinespecies.org:taxname:105838,Carcharodon carcharias,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,,carcharias,,"(Linnaeus, 1758)"
16866127.37,-2438897.454,354,622,11/02/2014 11:00,en,Creative Commons Attribution 3.0 New Zealand Licence,NIWA,Carcharodon carcharias (Shark 64036 - 110),NIWA,MBIS White shark tagging,Occurrence,Shark 64036 - 110,Immature female 440 cm (TL),Shark 64036,1,female,present,,2007,Pacific Ocean,-21.3938,151.511,WGS84,10000,POINT (151.511 -21.3938),Daily positions were estimated from ambient light data stored on WC PAT4 and Mk10 tags using WC-GPE: Global Position Estimator Program Suite software,urn:lsid:marinespecies.org:taxname:105838,Carcharodon carcharias,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,,carcharias,,"(Linnaeus, 1758)"
-19600579.34,-5436518.107,355,821,11/02/2014 11:00,en,Creative Commons Attribution 3.0 New Zealand Licence,NIWA,Carcharodon carcharias (Shark 78468 - 35),NIWA,MBIS White shark tagging,Occurrence,Shark 78468 - 35,Mature male 400 cm (TL),Shark 78468,1,male,present,,2008,Pacific Ocean,-43.8128,-176.075,WGS84,10000,POINT (-176.075 -43.8128),Daily positions were estimated from ambient light data stored on WC PAT4 and Mk10 tags using WC-GPE: Global Position Estimator Program Suite software,urn:lsid:marinespecies.org:taxname:105838,Carcharodon carcharias,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,,carcharias,,"(Linnaeus, 1758)"
16867797.16,-2463124.689,356,623,11/02/2014 11:00,en,Creative Commons Attribution 3.0 New Zealand Licence,NIWA,Carcharodon carcharias (Shark 64036 - 111),NIWA,MBIS White shark tagging,Occurrence,Shark 64036 - 111,Immature female 440 cm (TL),Shark 64036,1,female,present,,2007,Pacific Ocean,-21.5963,151.526,WGS84,10000,POINT (151.526 -21.5963),Daily positions were estimated from ambient light data stored on WC PAT4 and Mk10 tags using WC-GPE: Global Position Estimator Program Suite software,urn:lsid:marinespecies.org:taxname:105838,Carcharodon carcharias,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,,carcharias,,"(Linnaeus, 1758)"
16865348.13,-2472214.134,357,624,11/02/2014 11:00,en,Creative Commons Attribution 3.0 New Zealand Licence,NIWA,Carcharodon carcharias (Shark 64036 - 112),NIWA,MBIS White shark tagging,Occurrence,Shark 64036 - 112,Immature female 440 cm (TL),Shark 64036,1,female,present,,2007,Pacific Ocean,-21.6722,151.504,WGS84,10000,POINT (151.504 -21.6722),Daily positions were estimated from ambient light data stored on WC PAT4 and Mk10 tags using WC-GPE: Global Position Estimator Program Suite software,urn:lsid:marinespecies.org:taxname:105838,Carcharodon carcharias,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,,carcharias,,"(Linnaeus, 1758)"
-19578649.4,-5449408.369,358,822,11/02/2014 11:00,en,Creative Commons Attribution 3.0 New Zealand Licence,NIWA,Carcharodon carcharias (Shark 78468 - 36),NIWA,MBIS White shark tagging,Occurrence,Shark 78468 - 36,Mature male 400 cm (TL),Shark 78468,1,male,present,,2008,Pacific Ocean,-43.8963,-175.878,WGS84,10000,POINT (-175.878 -43.8963),Daily positions were estimated from ambient light data stored on WC PAT4 and Mk10 tags using WC-GPE: Global Position Estimator Program Suite software,urn:lsid:marinespecies.org:taxname:105838,Carcharodon carcharias,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,,carcharias,,"(Linnaeus, 1758)"
-19594568.09,-5472795.863,359,823,11/02/2014 11:00,en,Creative Commons Attribution 3.0 New Zealand Licence,NIWA,Carcharodon carcharias (Shark 78468 - 37),NIWA,MBIS White shark tagging,Occurrence,Shark 78468 - 37,Mature male 400 cm (TL),Shark 78468,1,male,present,,2008,Pacific Ocean,-44.0475,-176.021,WGS84,10000,POINT (-176.021 -44.0475),Daily positions were estimated from ambient light data stored on WC PAT4 and Mk10 tags using WC-GPE: Global Position Estimator Program Suite software,urn:lsid:marinespecies.org:taxname:105838,Carcharodon carcharias,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,,carcharias,,"(Linnaeus, 1758)"
-19591228.5,-5468940.252,360,824,11/02/2014 11:00,en,Creative Commons Attribution 3.0 New Zealand Licence,NIWA,Carcharodon carcharias (Shark 78468 - 38),NIWA,MBIS White shark tagging,Occurrence,Shark 78468 - 38,Mature male 400 cm (TL),Shark 78468,1,male,present,,2008,Pacific Ocean,-44.0226,-175.991,WGS84,10000,POINT (-175.991 -44.0226),Daily positions were estimated from ambient light data stored on WC PAT4 and Mk10 tags using WC-GPE: Global Position Estimator Program Suite software,urn:lsid:marinespecies.org:taxname:105838,Carcharodon carcharias,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,,carcharias,,"(Linnaeus, 1758)"
16857444.45,-2495828.358,361,625,11/02/2014 11:00,en,Creative Commons Attribution 3.0 New Zealand Licence,NIWA,Carcharodon carcharias (Shark 64036 - 113),NIWA,MBIS White shark tagging,Occurrence,Shark 64036 - 113,Immature female 440 cm (TL),Shark 64036,1,female,present,,2007,Pacific Ocean,-21.8692,151.433,WGS84,10000,POINT (151.433 -21.8692),Daily positions were estimated from ambient light data stored on WC PAT4 and Mk10 tags using WC-GPE: Global Position Estimator Program Suite software,urn:lsid:marinespecies.org:taxname:105838,Carcharodon carcharias,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,,carcharias,,"(Linnaeus, 1758)"
-19610486.78,-5471758.25,362,825,11/02/2014 11:00,en,Creative Commons Attribution 3.0 New Zealand Licence,NIWA,Carcharodon carcharias (Shark 78468 - 39),NIWA,MBIS White shark tagging,Occurrence,Shark 78468 - 39,Mature male 400 cm (TL),Shark 78468,1,male,present,,2008,Pacific Ocean,-44.0408,-176.164,WGS84,10000,POINT (-176.164 -44.0408),Daily positions were estimated from ambient light data stored on WC PAT4 and Mk10 tags using WC-GPE: Global Position Estimator Program Suite software,urn:lsid:marinespecies.org:taxname:105838,Carcharodon carcharias,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,,carcharias,,"(Linnaeus, 1758)"
-19659022.07,-5462100.142,363,826,11/02/2014 11:00,en,Creative Commons Attribution 3.0 New Zealand Licence,NIWA,Carcharodon carcharias (Shark 78468 - 40),NIWA,MBIS White shark tagging,Occurrence,Shark 78468 - 40,Mature male 400 cm (TL),Shark 78468,1,male,present,,2008,Pacific Ocean,-43.9784,-176.6,WGS84,10000,POINT (-176.6 -43.9784),Daily positions were estimated from ambient light data stored on WC PAT4 and Mk10 tags using WC-GPE: Global Position Estimator Program Suite software,urn:lsid:marinespecies.org:taxname:105838,Carcharodon carcharias,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,,carcharias,,"(Linnaeus, 1758)"
16808575.19,-2494640.878,364,626,11/02/2014 11:00,en,Creative Commons Attribution 3.0 New Zealand Licence,NIWA,Carcharodon carcharias (Shark 64036 - 114),NIWA,MBIS White shark tagging,Occurrence,Shark 64036 - 114,Immature female 440 cm (TL),Shark 64036,1,female,present,,2007,Pacific Ocean,-21.8593,150.994,WGS84,10000,POINT (150.994 -21.8593),Daily positions were estimated from ambient light data stored on WC PAT4 and Mk10 tags using WC-GPE: Global Position Estimator Program Suite software,urn:lsid:marinespecies.org:taxname:105838,Carcharodon carcharias,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,,carcharias,,"(Linnaeus, 1758)"
-19674940.76,-5458944.885,365,827,11/02/2014 11:00,en,Creative Commons Attribution 3.0 New Zealand Licence,NIWA,Carcharodon carcharias (Shark 78468 - 41),NIWA,MBIS White shark tagging,Occurrence,Shark 78468 - 41,Mature male 400 cm (TL),Shark 78468,1,male,present,,2008,Pacific Ocean,-43.958,-176.743,WGS84,10000,POINT (-176.743 -43.958),Daily positions were estimated from ambient light data stored on WC PAT4 and Mk10 tags using WC-GPE: Global Position Estimator Program Suite software,urn:lsid:marinespecies.org:taxname:105838,Carcharodon carcharias,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,,carcharias,,"(Linnaeus, 1758)"
16783750.95,-2482962.377,366,627,11/02/2014 11:00,en,Creative Commons Attribution 3.0 New Zealand Licence,NIWA,Carcharodon carcharias (Shark 64036 - 115),NIWA,MBIS White shark tagging,Occurrence,Shark 64036 - 115,Immature female 440 cm (TL),Shark 64036,1,female,present,,2007,Pacific Ocean,-21.7619,150.771,WGS84,10000,POINT (150.771 -21.7619),Daily positions were estimated from ambient light data stored on WC PAT4 and Mk10 tags using WC-GPE: Global Position Estimator Program Suite software,urn:lsid:marinespecies.org:taxname:105838,Carcharodon carcharias,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,,carcharias,,"(Linnaeus, 1758)"
-19644550.54,-5479411.468,367,828,11/02/2014 11:00,en,Creative Commons Attribution 3.0 New Zealand Licence,NIWA,Carcharodon carcharias (Shark 78468 - 42),NIWA,MBIS White shark tagging,Occurrence,Shark 78468 - 42,Mature male 400 cm (TL),Shark 78468,1,male,present,,2008,Pacific Ocean,-44.0902,-176.47,WGS84,10000,POINT (-176.47 -44.0902),Daily positions were estimated from ambient light data stored on WC PAT4 and Mk10 tags using WC-GPE: Global Position Estimator Program Suite software,urn:lsid:marinespecies.org:taxname:105838,Carcharodon carcharias,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,,carcharias,,"(Linnaeus, 1758)"
16769279.41,-2477413.673,368,628,11/02/2014 11:00,en,Creative Commons Attribution 3.0 New Zealand Licence,NIWA,Carcharodon carcharias (Shark 64036 - 116),NIWA,MBIS White shark tagging,Occurrence,Shark 64036 - 116,Immature female 440 cm (TL),Shark 64036,1,female,present,,2007,Pacific Ocean,-21.7156,150.641,WGS84,10000,POINT (150.641 -21.7156),Daily positions were estimated from ambient light data stored on WC PAT4 and Mk10 tags using WC-GPE: Global Position Estimator Program Suite software,urn:lsid:marinespecies.org:taxname:105838,Carcharodon carcharias,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,,carcharias,,"(Linnaeus, 1758)"
16733879.81,-2481991.524,369,629,11/02/2014 11:00,en,Creative Commons Attribution 3.0 New Zealand Licence,NIWA,Carcharodon carcharias (Shark 64036 - 117),NIWA,MBIS White shark tagging,Occurrence,Shark 64036 - 117,Immature female 440 cm (TL),Shark 64036,1,female,present,,2007,Pacific Ocean,-21.7538,150.323,WGS84,10000,POINT (150.323 -21.7538),Daily positions were estimated from ambient light data stored on WC PAT4 and Mk10 tags using WC-GPE: Global Position Estimator Program Suite software,urn:lsid:marinespecies.org:taxname:105838,Carcharodon carcharias,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,,carcharias,,"(Linnaeus, 1758)"
-19743513.57,-5459192.317,370,829,11/02/2014 11:00,en,Creative Commons Attribution 3.0 New Zealand Licence,NIWA,Carcharodon carcharias (Shark 78468 - 43),NIWA,MBIS White shark tagging,Occurrence,Shark 78468 - 43,Mature male 400 cm (TL),Shark 78468,1,male,present,,2008,Pacific Ocean,-43.9596,-177.359,WGS84,10000,POINT (-177.359 -43.9596),Daily positions were estimated from ambient light data stored on WC PAT4 and Mk10 tags using WC-GPE: Global Position Estimator Program Suite software,urn:lsid:marinespecies.org:taxname:105838,Carcharodon carcharias,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,,carcharias,,"(Linnaeus, 1758)"
16730094.95,-2476958.351,371,630,11/02/2014 11:00,en,Creative Commons Attribution 3.0 New Zealand Licence,NIWA,Carcharodon carcharias (Shark 64036 - 118),NIWA,MBIS White shark tagging,Occurrence,Shark 64036 - 118,Immature female 440 cm (TL),Shark 64036,1,female,present,,2007,Pacific Ocean,-21.7118,150.289,WGS84,10000,POINT (150.289 -21.7118),Daily positions were estimated from ambient light data stored on WC PAT4 and Mk10 tags using WC-GPE: Global Position Estimator Program Suite software,urn:lsid:marinespecies.org:taxname:105838,Carcharodon carcharias,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,,carcharias,,"(Linnaeus, 1758)"
16712395.15,-2460036.083,372,631,11/02/2014 11:00,en,Creative Commons Attribution 3.0 New Zealand Licence,NIWA,Carcharodon carcharias (Shark 64036 - 119),NIWA,MBIS White shark tagging,Occurrence,Shark 64036 - 119,Immature female 440 cm (TL),Shark 64036,1,female,present,,2007,Pacific Ocean,-21.5705,150.13,WGS84,10000,POINT (150.13 -21.5705),Daily positions were estimated from ambient light data stored on WC PAT4 and Mk10 tags using WC-GPE: Global Position Estimator Program Suite software,urn:lsid:marinespecies.org:taxname:105838,Carcharodon carcharias,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,,carcharias,,"(Linnaeus, 1758)"
-19715461.06,-5354535.371,373,830,11/02/2014 11:00,en,Creative Commons Attribution 3.0 New Zealand Licence,NIWA,Carcharodon carcharias (Shark 78468 - 44),NIWA,MBIS White shark tagging,Occurrence,Shark 78468 - 44,Mature male 400 cm (TL),Shark 78468,1,male,present,,2008,Pacific Ocean,-43.279,-177.107,WGS84,10000,POINT (-177.107 -43.279),Daily positions were estimated from ambient light data stored on WC PAT4 and Mk10 tags using WC-GPE: Global Position Estimator Program Suite software,urn:lsid:marinespecies.org:taxname:105838,Carcharodon carcharias,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,,carcharias,,"(Linnaeus, 1758)"
-19720804.39,-5359521.453,374,831,11/02/2014 11:00,en,Creative Commons Attribution 3.0 New Zealand Licence,NIWA,Carcharodon carcharias (Shark 78468 - 45),NIWA,MBIS White shark tagging,Occurrence,Shark 78468 - 45,Mature male 400 cm (TL),Shark 78468,1,male,present,,2008,Pacific Ocean,-43.3116,-177.155,WGS84,10000,POINT (-177.155 -43.3116),Daily positions were estimated from ambient light data stored on WC PAT4 and Mk10 tags using WC-GPE: Global Position Estimator Program Suite software,urn:lsid:marinespecies.org:taxname:105838,Carcharodon carcharias,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,,carcharias,,"(Linnaeus, 1758)"
16700817.93,-2442329.093,375,632,11/02/2014 11:00,en,Creative Commons Attribution 3.0 New Zealand Licence,NIWA,Carcharodon carcharias (Shark 64036 - 120),NIWA,MBIS White shark tagging,Occurrence,Shark 64036 - 120,Immature female 440 cm (TL),Shark 64036,1,female,present,,2007,Pacific Ocean,-21.4225,150.026,WGS84,10000,POINT (150.026 -21.4225),Daily positions were estimated from ambient light data stored on WC PAT4 and Mk10 tags using WC-GPE: Global Position Estimator Program Suite software,urn:lsid:marinespecies.org:taxname:105838,Carcharodon carcharias,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,,carcharias,,"(Linnaeus, 1758)"
16684899.24,-2416208.157,376,633,11/02/2014 11:00,en,Creative Commons Attribution 3.0 New Zealand Licence,NIWA,Carcharodon carcharias (Shark 64036 - 121),NIWA,MBIS White shark tagging,Occurrence,Shark 64036 - 121,Immature female 440 cm (TL),Shark 64036,1,female,present,,2007,Pacific Ocean,-21.2039,149.883,WGS84,10000,POINT (149.883 -21.2039),Daily positions were estimated from ambient light data stored on WC PAT4 and Mk10 tags using WC-GPE: Global Position Estimator Program Suite software,urn:lsid:marinespecies.org:taxname:105838,Carcharodon carcharias,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,,carcharias,,"(Linnaeus, 1758)"
-19750638.02,-5363392.864,377,832,11/02/2014 11:00,en,Creative Commons Attribution 3.0 New Zealand Licence,NIWA,Carcharodon carcharias (Shark 78468 - 46),NIWA,MBIS White shark tagging,Occurrence,Shark 78468 - 46,Mature male 400 cm (TL),Shark 78468,1,male,present,,2008,Pacific Ocean,-43.3369,-177.423,WGS84,10000,POINT (-177.423 -43.3369),Daily positions were estimated from ambient light data stored on WC PAT4 and Mk10 tags using WC-GPE: Global Position Estimator Program Suite software,urn:lsid:marinespecies.org:taxname:105838,Carcharodon carcharias,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,,carcharias,,"(Linnaeus, 1758)"
16656846.73,-2396446.04,378,634,11/02/2014 11:00,en,Creative Commons Attribution 3.0 New Zealand Licence,NIWA,Carcharodon carcharias (Shark 64036 - 122),NIWA,MBIS White shark tagging,Occurrence,Shark 64036 - 122,Immature female 440 cm (TL),Shark 64036,1,female,present,,2007,Pacific Ocean,-21.0383,149.631,WGS84,10000,POINT (149.631 -21.0383),Daily positions were estimated from ambient light data stored on WC PAT4 and Mk10 tags using WC-GPE: Global Position Estimator Program Suite software,urn:lsid:marinespecies.org:taxname:105838,Carcharodon carcharias,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,,carcharias,,"(Linnaeus, 1758)"
-19761881.28,-5376625.983,379,833,11/02/2014 11:00,en,Creative Commons Attribution 3.0 New Zealand Licence,NIWA,Carcharodon carcharias (Shark 78468 - 47),NIWA,MBIS White shark tagging,Occurrence,Shark 78468 - 47,Mature male 400 cm (TL),Shark 78468,1,male,present,,2008,Pacific Ocean,-43.4233,-177.524,WGS84,10000,POINT (-177.524 -43.4233),Daily positions were estimated from ambient light data stored on WC PAT4 and Mk10 tags using WC-GPE: Global Position Estimator Program Suite software,urn:lsid:marinespecies.org:taxname:105838,Carcharodon carcharias,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,,carcharias,,"(Linnaeus, 1758)"
16689574.66,-2392629.812,380,635,11/02/2014 11:00,en,Creative Commons Attribution 3.0 New Zealand Licence,NIWA,Carcharodon carcharias (Shark 64036 - 123),NIWA,MBIS White shark tagging,Occurrence,Shark 64036 - 123,Immature female 440 cm (TL),Shark 64036,1,female,present,,2007,Pacific Ocean,-21.0063,149.925,WGS84,10000,POINT (149.925 -21.0063),Daily positions were estimated from ambient light data stored on WC PAT4 and Mk10 tags using WC-GPE: Global Position Estimator Program Suite software,urn:lsid:marinespecies.org:taxname:105838,Carcharodon carcharias,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,,carcharias,,"(Linnaeus, 1758)"
16759371.98,-2432119.852,381,636,11/02/2014 11:00,en,Creative Commons Attribution 3.0 New Zealand Licence,NIWA,Carcharodon carcharias (Shark 64036 - 124),NIWA,MBIS White shark tagging,Occurrence,Shark 64036 - 124,Immature female 440 cm (TL),Shark 64036,1,female,present,,2007,Pacific Ocean,-21.3371,150.552,WGS84,10000,POINT (150.552 -21.3371),Daily positions were estimated from ambient light data stored on WC PAT4 and Mk10 tags using WC-GPE: Global Position Estimator Program Suite software,urn:lsid:marinespecies.org:taxname:105838,Carcharodon carcharias,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,,carcharias,,"(Linnaeus, 1758)"
-19699431.05,-5417316.523,382,834,11/02/2014 11:00,en,Creative Commons Attribution 3.0 New Zealand Licence,NIWA,Carcharodon carcharias (Shark 78468 - 48),NIWA,MBIS White shark tagging,Occurrence,Shark 78468 - 48,Mature male 400 cm (TL),Shark 78468,1,male,present,,2008,Pacific Ocean,-43.6882,-176.963,WGS84,10000,POINT (-176.963 -43.6882),Daily positions were estimated from ambient light data stored on WC PAT4 and Mk10 tags using WC-GPE: Global Position Estimator Program Suite software,urn:lsid:marinespecies.org:taxname:105838,Carcharodon carcharias,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,,carcharias,,"(Linnaeus, 1758)"
-19634309.15,-5449840.93,383,835,11/02/2014 11:00,en,Creative Commons Attribution 3.0 New Zealand Licence,NIWA,Carcharodon carcharias (Shark 78468 - 49),NIWA,MBIS White shark tagging,Occurrence,Shark 78468 - 49,Mature male 400 cm (TL),Shark 78468,1,male,present,,2008,Pacific Ocean,-43.8991,-176.378,WGS84,10000,POINT (-176.378 -43.8991),Daily positions were estimated from ambient light data stored on WC PAT4 and Mk10 tags using WC-GPE: Global Position Estimator Program Suite software,urn:lsid:marinespecies.org:taxname:105838,Carcharodon carcharias,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,,carcharias,,"(Linnaeus, 1758)"
-19624624.35,-5473957.509,384,836,11/02/2014 11:00,en,Creative Commons Attribution 3.0 New Zealand Licence,NIWA,Carcharodon carcharias (Shark 78468 - 50),NIWA,MBIS White shark tagging,Occurrence,Shark 78468 - 50,Mature male 400 cm (TL),Shark 78468,1,male,present,,2008,Pacific Ocean,-44.055,-176.291,WGS84,10000,POINT (-176.291 -44.055),Daily positions were estimated from ambient light data stored on WC PAT4 and Mk10 tags using WC-GPE: Global Position Estimator Program Suite software,urn:lsid:marinespecies.org:taxname:105838,Carcharodon carcharias,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,,carcharias,,"(Linnaeus, 1758)"
